date,open_price,high_price,low_price,close_price,volume,RSI_14,SMA_20,OBV,ATRr_14,rolling_mean_close_5,target_close
2024-01-02,156.93,161.64,156.79,159.97,9622100.0,,,9622100.0,,,160.97
2024-01-03,160.64,161.44,159.8,160.97,8232000.0,,,17854100.0,,,160.63
2024-01-04,161.59,161.98,160.42,160.63,6766600.0,,,11087500.0,,,161.13
2024-01-05,160.5,161.34,159.47,161.13,5602500.0,,,16690000.0,,,161.53
2024-01-08,161.1,161.66,159.61,161.53,6569800.0,,,23259800.0,,160.846,161.63
2024-01-09,161.63,163.28,160.6,161.63,6357000.0,,,29616800.0,,161.178,161.87
2024-01-10,161.82,162.62,161.2,161.87,4945100.0,,,34561900.0,,161.358,161.15
2024-01-11,162.07,162.2,160.78,161.15,4946000.0,,,29615900.0,,161.46200000000002,162.39
2024-01-12,161.84,162.47,161.69,162.39,4496500.0,,,34112400.0,,161.714,160.52
2024-01-16,161.57,162.25,160.18,160.52,6923200.0,,,27189200.0,,161.512,160.43
2024-01-17,160.25,161.3,159.87,160.43,5072100.0,,,22117100.0,,161.272,161.21
2024-01-18,160.0,161.37,159.69,161.21,5368500.0,,,27485600.0,,161.14000000000001,161.68
2024-01-19,161.15,161.92,160.28,161.68,7055800.0,,,34541400.0,,161.246,162.47
2024-01-22,162.0,163.58,161.34,162.47,6824200.0,,,41365600.0,,161.262,159.81
2024-01-23,159.66,160.51,156.91,159.81,9149800.0,43.53316894075668,,32215800.0,2.2027599841750223,161.12,158.96
2024-01-24,159.75,160.6,158.16,158.96,7247900.0,39.12371875511231,,24967900.0,2.228015368818189,160.826,159.56
2024-01-25,159.0,159.62,158.47,159.56,5478900.0,43.47597303838728,,30446800.0,2.1171388560465485,160.496,159.5
2024-01-26,160.43,160.74,159.36,159.5,5591900.0,43.1437963225674,,24854900.0,2.0436321888662197,160.06,159.36
2024-01-29,159.01,160.07,158.96,159.36,6483200.0,42.331076857443186,,18371700.0,1.9530928126314566,159.43800000000002,158.77
2024-01-30,159.35,159.76,158.13,158.77,7200500.0,38.99709508444262,160.677,11171200.0,1.9225412468396654,159.23000000000002,158.9
2024-01-31,160.4,160.62,158.67,158.9,8256800.0,40.11624673846797,160.6235,19428000.0,1.9250790368443438,159.21800000000002,158.36
2024-02-01,158.16,158.49,157.05,158.36,8012000.0,37.07368583161719,160.493,11416000.0,1.9182827662832709,158.978,156.61
2024-02-02,157.97,158.31,155.94,156.61,8295500.0,29.314298024632556,160.292,3120500.0,1.962848101569709,158.40000000000003,155.8
2024-02-05,156.61,156.89,155.34,155.8,9121600.0,26.544963160351486,160.02550000000002,-6001100.0,1.9268036862329667,157.68800000000002,158.06
2024-02-06,155.83,158.73,155.6,158.06,9229900.0,42.78578556786598,159.852,3228800.0,2.030208930679471,157.546,157.98
2024-02-07,157.8,159.37,157.69,157.98,8690300.0,42.42817771507508,159.6695,-5461500.0,2.000541807313151,157.36200000000002,156.4
2024-02-08,157.34,157.34,155.31,156.4,9755000.0,36.02415175771103,159.39600000000002,-15216500.0,2.0565098947934604,156.97,156.76
2024-02-09,156.27,157.2,155.67,156.76,6529200.0,38.30896576518198,159.17649999999998,-8687300.0,2.01302198009443,157.0,157.85
2024-02-12,156.58,158.41,156.35,157.85,6701500.0,44.7436292220044,158.9495,-1985800.0,2.016859347957083,157.41000000000003,156.47
2024-02-13,157.64,158.45,155.75,156.47,8621000.0,39.17273454510402,158.747,-10606800.0,2.0720947505468383,157.092,155.74
2024-02-14,156.35,156.46,154.84,155.74,9098800.0,36.578283284488,158.51250000000002,-19705600.0,2.0366829475272317,156.644,157.92
2024-02-15,155.98,158.48,155.89,157.92,7462500.0,47.71499753592907,158.348,-12243100.0,2.092534351740523,156.948,156.55
2024-02-16,156.6,157.26,155.67,156.55,8540700.0,42.64679211364837,158.0915,-20783800.0,2.104939890594937,156.906,157.86
2024-02-20,156.56,158.61,156.44,157.86,9501700.0,48.30152914209363,157.86100000000002,-11282100.0,2.110028071089203,156.908,158.68
2024-02-21,158.02,158.69,157.13,158.68,7473300.0,51.52344147863418,157.80450000000002,-3808800.0,2.0673014538788927,157.35,160.45
2024-02-22,158.98,160.74,157.77,160.45,8065000.0,57.657607339714886,157.87900000000002,4256200.0,2.136988097167772,158.29199999999997,161.84
2024-02-23,160.88,162.25,160.16,161.84,6726000.0,61.750886167395045,157.993,10982200.0,2.1333815121657866,159.076,160.79
2024-02-26,161.8,162.01,160.57,160.79,5465400.0,57.24872598830515,158.0575,5516800.0,2.0804428030330033,159.924,160.98
2024-02-27,160.34,161.04,159.64,160.98,5078600.0,57.84761845448795,158.1385,10595400.0,2.0287462946582826,160.548,161.55
2024-02-28,161.0,161.61,160.29,161.55,6071100.0,59.672790859605946,158.2775,16666500.0,1.9751431265156192,161.12199999999999,161.38
2024-02-29,162.0,162.19,160.94,161.38,9849100.0,58.854290908039474,158.4015,6817400.0,1.9205293588074424,161.308,162.12
2024-03-01,161.83,162.57,161.09,162.12,5668000.0,61.34011475698878,158.5895,12485400.0,1.8874795532486413,161.36399999999998,159.84
2024-03-04,161.32,161.61,158.27,159.84,8532900.0,51.09705945009626,158.75100000000003,3952500.0,2.0341862802887647,161.174,159.97
2024-03-05,160.62,161.24,159.2,159.97,8298200.0,51.59340333076595,158.9595,12250700.0,2.0346194399488997,160.972,159.34
2024-03-06,159.46,160.93,159.22,159.34,5773700.0,48.99798255359676,159.0235,6477000.0,2.0105074095483806,160.53,158.87
2024-03-07,160.0,160.36,158.24,158.87,5188700.0,47.09459738695874,159.068,1288300.0,2.018617175630063,160.028,159.52
2024-03-08,158.87,160.39,158.43,159.52,5283200.0,49.988088279462886,159.224,6571500.0,2.014287012824914,159.50799999999998,161.23
2024-03-11,159.49,161.32,158.88,161.23,4620800.0,56.6977415878558,159.44750000000002,11192300.0,2.0456585934616673,159.786,162.74
2024-03-12,161.58,163.11,161.13,162.74,8018700.0,61.59726963283693,159.69199999999998,19211000.0,2.040831015959003,160.34,161.1
2024-03-13,162.53,162.68,159.81,161.1,6260000.0,54.398149644481606,159.92350000000002,12951000.0,2.106070764200708,160.692,159.21
2024-03-14,160.94,161.54,158.69,159.21,6988300.0,47.50718686700913,160.097,5962700.0,2.160548189163282,160.76,158.18
2024-03-15,158.06,159.19,157.1,158.18,13165500.0,44.21964612794625,160.11,-7202800.0,2.156853233776619,160.49200000000002,156.76
2024-03-18,158.57,158.69,156.5,156.76,6602300.0,40.09972393162659,160.1205,-13805100.0,2.159272148075079,159.598,156.21
2024-03-19,156.67,156.86,155.66,156.21,7840600.0,38.59963841920386,160.03799999999998,-21645700.0,2.0893765725778093,158.292,155.76
2024-03-20,155.7,156.44,155.21,155.76,5982300.0,37.36792925209045,159.892,-27628000.0,2.0268494009967903,157.22400000000002,155.75
2024-03-21,155.59,156.95,155.1,155.75,5915800.0,37.339414827351455,159.65699999999998,-33543800.0,2.0139991515507525,156.532,155.23
2024-03-22,155.69,156.36,155.11,155.23,7245400.0,35.80921411688059,159.3265,-40789200.0,1.9585537599282719,155.94199999999998,155.22
2024-03-25,155.4,155.98,154.9,155.22,7498100.0,35.77884804713563,159.048,-48287300.0,1.8948677020827334,155.634,155.77
2024-03-26,155.61,156.23,154.76,155.77,6864100.0,38.85024459873064,158.7875,-41423200.0,1.8641018345928677,155.546,157.96
2024-03-27,155.99,158.22,155.44,157.96,8461600.0,49.25669581914859,158.608,-32961600.0,1.9303593877912235,155.98600000000002,158.19
2024-03-28,158.2,159.14,158.11,158.19,6181500.0,50.214938219412346,158.4485,-26780100.0,1.8761266940999715,156.47400000000002,157.78
2024-04-01,157.72,158.15,156.77,157.78,4364700.0,48.45820947502013,158.2315,-31144800.0,1.843187753272469,156.984,157.73
2024-04-02,156.57,157.83,155.95,157.73,6102300.0,48.2365842688083,158.126,-37247100.0,1.8458440420886186,157.48600000000002,154.26
2024-04-03,157.79,158.05,154.25,154.26,8098200.0,35.94865738590308,157.8405,-45345300.0,1.9867487904892502,157.18400000000003,152.5
