date,open_price,high_price,low_price,close_price,volume,RSI_14,SMA_20,OBV,ATRr_14,rolling_mean_close_5,target_close
2024-01-02,138.55,139.45,136.48,138.17,23711200.0,,,23711200.0,,,138.92
2024-01-03,137.25,139.63,137.08,138.92,24212100.0,,,47923300.0,,,136.39
2024-01-04,138.42,139.16,136.35,136.39,27137700.0,,,20785600.0,,,135.73
2024-01-05,136.75,137.16,135.15,135.73,22506000.0,,,-1720400.0,,,138.84
2024-01-08,136.29,139.01,136.26,138.84,21404000.0,,,19683600.0,,137.60999999999999,140.95
2024-01-09,138.5,141.49,138.15,140.95,24759600.0,,,44443200.0,,138.166,142.28
2024-01-10,141.0,143.0,140.91,142.28,21320200.0,,,65763400.0,,138.838,142.08
2024-01-11,143.49,145.22,140.64,142.08,24008700.0,,,41754700.0,,139.97599999999997,142.65
2024-01-12,142.67,143.2,141.82,142.65,18768600.0,,,60523300.0,,141.36,142.49
2024-01-16,142.0,144.35,141.45,142.49,22670500.0,,,37852800.0,,142.09,141.47
2024-01-17,141.35,141.84,138.9,141.47,20968600.0,,,16884200.0,,142.19400000000002,143.48
2024-01-18,142.05,144.21,141.99,143.48,25746400.0,,,42630600.0,,142.434,146.38
2024-01-19,144.74,146.45,144.38,146.38,33300700.0,,,75931300.0,,143.29399999999998,145.99
2024-01-22,147.1,148.39,145.84,145.99,32200400.0,,,43730900.0,,143.962,147.04
2024-01-23,145.89,147.18,145.5,147.04,21636100.0,77.26071026609557,,65367000.0,2.714221327945509,144.87199999999999,148.7
2024-01-24,148.54,149.85,148.1,148.7,25233500.0,80.25387466323527,,90600500.0,2.724417445977859,146.31799999999998,151.87
2024-01-25,150.07,153.05,149.54,151.87,29149100.0,84.46044466412332,,119749600.0,2.891612580691002,147.996,152.19
2024-01-26,151.1,152.54,151.01,152.19,26115500.0,84.81218084815805,,145865100.0,2.755834087973639,149.158,153.51
2024-01-29,152.06,153.78,151.43,153.51,27784300.0,86.19980636307011,,173649400.0,2.716478155714536,150.66199999999998,151.46
2024-01-30,152.8,153.62,151.19,151.46,36331800.0,74.7738807136871,144.0295,137317600.0,2.689388861616846,151.546,140.1
2024-01-31,143.62,144.0,139.87,140.1,71910000.0,41.74903918936292,144.126,65407600.0,3.5120002107415655,149.826,141.16
2024-02-01,142.12,143.06,140.79,141.16,40466500.0,44.22444790951626,144.238,105874100.0,3.462032297730822,147.684,142.38
2024-02-02,139.26,142.62,136.5,142.38,62470600.0,47.01527638409392,144.5375,168344700.0,3.698127878810711,145.722,143.68
2024-02-05,142.82,145.47,142.78,143.68,38505400.0,49.892415992698666,144.935,206850100.0,3.645034225822208,143.756,144.1
2024-02-06,144.65,145.36,143.19,144.1,29128200.0,50.82154446638841,145.19799999999998,235978300.0,3.5182666543603514,142.28400000000002,145.54
2024-02-07,144.76,145.62,143.93,145.54,25208900.0,53.97280764675456,145.42749999999998,261187200.0,3.363389357895627,143.372,145.91
2024-02-08,145.83,146.33,145.1,145.91,22563800.0,54.774698347847995,145.609,283751000.0,3.185033601678723,144.322,149.0
2024-02-09,146.68,149.44,146.18,149.0,26829500.0,60.90111469944768,145.95499999999998,310580500.0,3.21352664511927,145.64600000000002,147.53
2024-02-12,148.42,149.34,147.37,147.53,21564100.0,56.94878609284682,146.199,289016400.0,3.1119500100476882,146.416,145.14
2024-02-13,144.92,146.67,143.69,145.14,27837700.0,51.137977125052466,146.3315,261178700.0,3.170816561438276,146.624,145.94
2024-02-14,146.08,146.52,144.09,145.94,22704200.0,52.87143430841436,146.555,283882900.0,3.1114771322438224,146.704,142.77
2024-02-15,143.14,143.52,140.46,142.77,37590700.0,45.919678983351,146.51950000000002,246292200.0,3.299564890972806,146.076,140.52
2024-02-16,142.99,143.19,140.14,140.52,31451100.0,41.72606233432048,146.22650000000002,214841100.0,3.279903542698553,144.38,141.12
2024-02-20,139.66,142.08,139.49,141.12,25144700.0,43.21533550007721,145.983,239985800.0,3.2259479963432947,143.098,142.55
2024-02-21,141.45,142.69,140.68,142.55,23315700.0,46.71082850867364,145.75849999999997,263301500.0,3.1314921906886433,142.58,144.09
2024-02-22,144.93,145.0,142.8,144.09,27191900.0,50.26172077809246,145.528,290493400.0,3.078882265259223,142.20999999999998,143.96
2024-02-23,143.67,144.68,143.43,143.96,19493800.0,49.95908496599513,145.1325,270999600.0,2.9385058774959494,142.448,137.57
2024-02-26,142.14,142.44,137.39,137.57,53641800.0,37.884194239550496,144.4015,217357800.0,3.215765377057986,141.858,138.88
2024-02-27,138.02,139.25,137.09,138.88,33099200.0,41.03084647929486,143.67,250457000.0,3.1355538098056956,141.41000000000003,136.38
2024-02-28,137.9,138.01,135.41,136.38,37328600.0,37.16185796325015,142.916,213128400.0,3.1608482988249325,140.176,138.46
2024-02-29,137.28,138.86,136.4,138.46,42133000.0,42.05731859832077,142.834,255261400.0,3.1095705724328995,139.05,137.14
2024-03-01,138.43,138.87,136.92,137.14,31119500.0,39.931244705256475,142.63299999999998,224141900.0,3.022576184466659,137.686,133.35
2024-03-04,135.66,135.66,131.91,133.35,55999400.0,34.533338842854405,142.1815,168142500.0,3.187590477032828,136.84199999999998,132.67
2024-03-05,131.88,133.24,130.67,132.67,40194800.0,33.65430130128622,141.631,127947700.0,3.149771708767536,135.6,131.4
2024-03-06,133.12,133.58,130.85,131.4,35318600.0,32.01520441999365,140.996,92629100.0,3.1185919734914425,134.60399999999998,134.38
2024-03-07,132.79,134.94,131.61,134.38,37738200.0,39.46535837715582,140.43800000000002,130367300.0,3.1498043185992852,133.78799999999998,135.41
2024-03-08,134.21,138.09,134.0,135.41,39343100.0,41.837823021386555,139.91299999999998,169710400.0,3.219258370682162,133.44199999999998,137.67
2024-03-11,136.13,139.1,136.13,137.67,32437800.0,46.767604630962886,139.3465,202148200.0,3.2539481955832463,134.30599999999998,138.5
2024-03-12,137.03,139.38,137.03,138.5,27563400.0,48.49422665302617,138.895,229711600.0,3.187484999488118,135.47199999999998,139.79
2024-03-13,139.0,141.09,138.99,139.79,23347200.0,51.14647086414907,138.6275,253058800.0,3.1436465709729347,137.15,143.1
2024-03-14,141.19,143.59,140.46,143.1,42753400.0,57.23201422974976,138.4855,295812200.0,3.191710879993313,138.89399999999998,141.18
2024-03-15,142.5,143.18,140.03,141.18,49460600.0,53.100052520694035,138.406,246351600.0,3.1886619114097714,140.048,147.68
2024-03-18,148.61,152.15,147.17,147.68,69273700.0,62.87261454814394,138.76399999999998,315625300.0,3.7565118741119528,142.05,147.03
2024-03-19,148.16,148.79,146.08,147.03,24070400.0,61.49272445192151,139.0595,291554900.0,3.680259738727262,143.756,148.74
2024-03-20,148.0,148.86,146.74,148.74,21311500.0,63.74693825461439,139.369,312866400.0,3.5667371788770277,145.546,147.6
2024-03-21,149.47,150.37,146.9,147.6,24755600.0,61.175800206684656,139.5445,288110800.0,3.559708051991275,146.446,150.77
2024-03-22,149.12,151.58,148.98,150.77,29175700.0,65.35974752490904,139.885,317286500.0,3.590209724153894,148.36399999999998,150.07
2024-03-25,149.94,150.38,147.82,150.07,19229300.0,63.726590882779824,140.51,298057200.0,3.54380114293165,148.842,150.67
2024-03-26,150.22,152.26,149.98,150.67,22149100.0,64.54437839251489,141.0995,320206300.0,3.4522857410633185,149.57,150.87
2024-03-27,151.18,151.64,148.9,150.87,22879200.0,64.82902104926154,141.824,343085500.0,3.400757839639959,149.99599999999998,150.93
2024-03-28,150.85,151.43,150.17,150.93,24485400.0,64.92000824940484,142.4475,367570900.0,3.2460332289089755,150.662,155.49
2024-04-01,150.69,155.74,150.61,155.49,31730800.0,71.04979962895064,143.365,399301700.0,3.382082863356253,151.606,154.56
2024-04-02,153.5,154.7,152.15,154.56,24586000.0,68.42379109087989,144.4255,374715700.0,3.3790462587145407,152.504,154.92
2024-04-03,153.6,155.08,152.73,154.92,24705000.0,68.90292515783845,145.538,399420700.0,3.304846702845032,153.35399999999998,150.53
2024-04-04,153.5,154.77,150.45,150.53,34724700.0,57.45401493453971,146.4945,364696000.0,3.3888034748501408,153.286,152.5
2024-04-05,150.03,153.42,149.6,152.5,23449300.0,60.616491274118474,147.4005,388145300.0,3.4198544563078,153.6,154.85
2024-04-08,152.78,155.27,152.61,154.85,20702000.0,64.04939211733964,148.3725,408847300.0,3.3730849032206005,153.47199999999998,156.6
2024-04-09,156.09,158.56,155.19,156.6,31113000.0,66.398284776272,149.31900000000002,439960300.0,3.3973193343531425,153.88,156.14
